LoanNumber,DateApproved,SBAOfficeCode,ProcessingMethod,BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,BorrowerZip,LoanStatusDate,LoanStatus,Term,SBAGuarantyPercentage,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,FranchiseName,ServicingLenderLocationID,ServicingLenderName,ServicingLenderAddress,ServicingLenderCity,ServicingLenderState,ServicingLenderZip,RuralUrbanIndicator,HubzoneIndicator,LMIIndicator,BusinessAgeDescription,ProjectCity,ProjectCountyName,ProjectState,ProjectZip,CD,JobsReported,NAICSCode,Race,Ethnicity,UTILITIES_PROCEED,PAYROLL_PROCEED,MORTGAGE_INTEREST_PROCEED,RENT_PROCEED,REFINANCE_EIDL_PROCEED,HEALTH_CARE_PROCEED,DEBT_INTEREST_PROCEED,BusinessType,OriginatingLenderLocationID,OriginatingLender,OriginatingLenderCity,OriginatingLenderState,Gender,Veteran,NonProfit,ForgivenessAmount,ForgivenessDate
9149177107,04/15/2020,1084,PPP,SBC CONSTRUCTION LLC,42115B KALIFORNSKY BEACH RD,SOLDOTNA,AK,99669,05/12/2021,Paid in Full,24,100,168593.02,168593.02,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,Y,N,Existing or more than 2 years old,SOLDOTNA,KENAI PENINSULA,AK,99669-0001,AK-,37.0,236220,Unanswered,Unknown/NotStated,2499.99,162093.03,,4000.0,,,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,170306.66,04/27/2021
5812717102,04/14/2020,1084,PPP,BORE TIDE CONSTRUCTION LLC,1740 North Terrilou Court,PALMER,AK,99645-7436,12/04/2020,Paid in Full,24,100,164693.94,164693.94,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,Y,N,Existing or more than 2 years old,PALMER,MATANUSKA SUSITNA,AK,99645-7436,AK-,15.0,236220,Unanswered,Unknown/NotStated,10420.48,131755.16,,7150.0,,10368.3,5000.0,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,165636.98,11/17/2020
9486278404,02/17/2021,1084,PPS,SOLSTENXP INC.,406 W Fireweed Ln Ste 100,Anchorage,AK,99503-2649,04/07/2022,Paid in Full,60,100,1428125.0,1428125.0,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,Y,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99503-2649,AK-,63.0,541618,Unanswered,Unknown/NotStated,1.0,1428120.0,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,1443736.56,03/29/2022
5118377107,04/13/2020,1084,PPP,"ALASKA AGGREGATE PRODUCTS, LLC.",809 S CHUGACH STREET #2,PALMER,AK,99645-6605,07/08/2021,Paid in Full,24,100,813723.62,813723.62,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,Y,N,Existing or more than 2 years old,PALMER,MATANUSKA SUSITNA,AK,99645-6605,AK-,20.0,212321,Unanswered,Unknown/NotStated,2928.0,761855.64,,18040.0,,30000.0,899.98,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,822953.25,06/11/2021
5301868302,01/25/2021,1084,PPS,WITHIN THE WILD ADVENTURE CO,2618 Galewood St,Anchorage,AK,99508-4041,04/07/2022,Paid in Full,60,100,674254.0,674254.0,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99508-4041,AK-,32.0,721110,White,Not Hispanic or Latino,1.0,674249.0,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Veteran,,681994.07,03/31/2022
6913028303,01/27/2021,1084,PPS,HEARTS AND HANDS INCORPORATED,744 E 13th Ave,Anchorage,AK,99501-4622,07/02/2022,Paid in Full,60,100,384575.0,384575.0,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,Y,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99501-4622,AK-,23.0,624120,White,Hispanic or Latino,1.0,384571.0,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,389685.11,06/09/2022
3135268707,03/30/2021,1084,PPS,KAVANAUGH ENTERPRISES LLC,1533 Sawmill Cir,Kodiak,AK,99615-7148,07/02/2022,Paid in Full,60,100,209752.0,209752.0,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,Y,N,Existing or more than 2 years old,Kodiak,KODIAK ISLAND,AK,99615-7148,AK-,14.0,114111,Unanswered,Unknown/NotStated,1.0,209747.0,,,,,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,212165.58,06/03/2022
6504298400,02/10/2021,1084,PPS,ALASKA TERMINALS INC,400 W 70th Ave Ste 3,Anchorage,AK,99518-2182,02/09/2022,Paid in Full,60,100,977577.0,977577.0,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99518-2182,AK-,82.0,484210,Unanswered,Unknown/NotStated,1.0,977573.0,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,986361.8,01/13/2022
1410948401,02/01/2021,1084,PPS,RED ROBIN ALASKA INC.,4450 Cordova St Ste 200,Anchorage,AK,99503-7273,01/06/2022,Paid in Full,60,100,424333.0,424333.0,0.0,Red Robin,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,Y,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99503-7273,AK-,33.0,722511,Unanswered,Not Hispanic or Latino,1.0,424330.0,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,427925.3,12/23/2021
4694498304,01/23/2021,1084,PPS,DUCEY SISTERS LP,4820 Fairbanks St,Anchorage,AK,99503-7438,08/02/2022,Paid in Full,60,100,273154.0,273154.0,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,Y,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99503-7438,AK-,25.0,722513,Unanswered,Unknown/NotStated,,273153.0,,,,,,Limited Liability Partnership,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,277075.44,07/13/2022
5462417105,04/13/2020,1084,PPP,"BLOCK 13 HOTEL, LLC",813 D Street,ANCHORAGE,AK,99501-3510,12/04/2020,Paid in Full,24,100,261871.59,261871.59,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99501-3510,AK-,46.0,531110,Unanswered,Unknown/NotStated,28674.32,209497.27,,23700.0,,,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,263363.9,11/17/2020
2989698303,01/21/2021,1084,PPS,FOLEY & PEARSON P.C.,4300 B St Ste 400,Anchorage,AK,99503-5933,12/04/2021,Paid in Full,60,100,220260.0,220260.0,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,Y,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99503-5933,AK-,9.0,541110,Unanswered,Unknown/NotStated,1.0,220258.0,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,221925.53,11/05/2021
7516017109,04/14/2020,1084,PPP,ALASKA COMMUITY DEVELOPMENT CORPORATION,"1517 S. Industrial Way, #8",PALMER,AK,99645,02/06/2021,Paid in Full,24,100,182797.0,182797.0,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,Y,N,Existing or more than 2 years old,PALMER,MATANUSKA SUSITNA,AK,99645-0001,AK-,10.0,925110,Unanswered,Unknown/NotStated,2307.0,128744.0,,7800.0,,43946.0,,Non-Profit Organization,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,Y,184154.21,01/20/2021
2117087206,04/15/2020,1084,PPP,"ALASKA CYCLE CENTER, LTD.",4908 Old Seward Highway,ANCHORAGE,AK,99503,08/07/2021,Paid in Full,24,100,160306.09,160306.09,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99503-0100,AK-,13.0,441228,White,Not Hispanic or Latino,9600.0,128244.88,,17197.21,,5264.0,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,162295.64,07/22/2021
4067788309,01/22/2021,1084,PPS,KINLEY'S RESTAURANT & BAR INC.,3230 Seward Hwy,Anchorage,AK,99503-4150,11/05/2021,Paid in Full,60,100,151749.0,151749.0,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,Y,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99503-4150,AK-,10.0,722511,Unanswered,Not Hispanic or Latino,1.0,151746.0,,,,,,Subchapter S Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,152763.43,10/06/2021
5829997101,04/14/2020,1084,PPP,"CENTRAL ENVIRONMENTAL, INC.",311 N Sitka Street,ANCHORAGE,AK,99501-1841,08/07/2021,Paid in Full,24,100,2779746.82,2779746.82,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99501-1841,AK-,122.0,562910,White,Unknown/NotStated,9056.0,2620157.82,,89759.0,,60774.0,,Subchapter S Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,2812951.47,07/02/2021
2546977200,04/16/2020,1084,PPP,Q-1 CORPORATION,1230 W International Airport Rd,ANCHORAGE,AK,99518,04/08/2021,Paid in Full,24,100,558211.35,558211.35,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99518-0517,AK-,100.0,561720,Asian,Not Hispanic or Latino,3000.0,540050.5,,9441.32,,5719.53,,Subchapter S Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,563212.31,03/18/2021
5138788410,02/07/2021,1084,PPS,CMMP  LLC,113 Harvest Way,Sitka,AK,99835-9788,11/05/2021,Paid in Full,60,100,300517.0,300517.0,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,N,Existing or more than 2 years old,Sitka,SITKA,AK,99835-9788,AK-,11.0,238190,Unanswered,Unknown/NotStated,1.0,300515.0,,,,,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,302525.94,10/20/2021
3969987101,04/12/2020,1084,PPP,"JKM GENERAL CONTRACTORS, LLC",1884 EAST 3RD AVENUE SUITE 201,ANCHORAGE,AK,99501-2821,04/08/2021,Paid in Full,24,100,225964.82,225964.82,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99501-2821,AK-,15.0,236220,Unanswered,Unknown/NotStated,,225964.82,,,,,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Unanswered,,227921.12,03/03/2021
6743707110,04/14/2020,1084,PPP,SMOKEY BAY AIR INC,2100 KACHEMAK DRIVE STE 1,HOMER,AK,99603,12/14/2021,Paid in Full,24,100,180888.25,221060.97,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,Y,N,Existing or more than 2 years old,HOMER,KENAI PENINSULA,AK,99603-0001,AK-,16.0,481111,White,Not Hispanic or Latino,7251.38,183024.71,1718.23,29066.65,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,223901.45,08/05/2021
8872237008,04/09/2020,1084,PPP,"ENGINEERED EQUIPMENT COMPANY OF ALASKA, INC",12501 OLD SEWARD HWY,ANCHORAGE,AK,99515-4331,01/08/2021,Paid in Full,24,100,214365.71,214365.71,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99515-4331,AK-,10.0,423990,Unanswered,Unknown/NotStated,1979.47,183258.95,,29127.29,,,,Subchapter S Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,215745.87,12/09/2020
3318788310,01/21/2021,1084,PPS,ACME FENCE COMPANY,6230 A St,Anchorage,AK,99518-1819,01/06/2022,Paid in Full,60,100,198470.0,198470.0,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99518-1819,AK-,7.0,238990,White,Not Hispanic or Latino,1.0,198468.0,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,200258.95,12/29/2021
7593577106,04/14/2020,1084,PPP,WESTERN ENTERPRISES INC.,4101 Arctic Blvd Ste 203,ANCHORAGE,AK,99503,05/15/2021,Paid in Full,24,100,197614.82,197614.82,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99503-0100,AK-,17.0,531210,Unanswered,Unknown/NotStated,3548.42,176498.63,,12837.32,,4730.45,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,192762.64,02/10/2021
2172377202,04/15/2020,1084,PPP,METROPOLITAN GARAGE LLC,3208 INTERNATIONAL ST,FAIRBANKS,AK,99701-7392,05/12/2021,Paid in Full,24,100,157083.33,157083.33,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,Y,N,Existing or more than 2 years old,FAIRBANKS,FAIRBANKS NORTH STAR,AK,99701-7392,AK-,10.0,811111,Unanswered,Unknown/NotStated,3718.0,134036.34,,14000.0,,5328.99,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,158559.48,04/01/2021
2254238304,01/20/2021,1084,PPS,COVENANT HOUSE ALASKA,755 A St,Anchorage,AK,99501-3625,04/07/2022,Paid in Full,60,100,1226862.0,1226862.0,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,N,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99501-3625,AK-,82.0,624221,Unanswered,Unknown/NotStated,1.0,1226857.0,,,,,,Non-Profit Organization,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,Y,1240643.19,03/21/2022
9687177202,04/28/2020,1084,PPP,"JOHNSON RIVER ENTERPRISES, LLC",318 DRIVEWAY ST.,FAIRBANKS,AK,99701,09/08/2021,Paid in Full,24,100,802940.05,802940.05,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,N,N,Existing or more than 2 years old,FAIRBANKS,FAIRBANKS NORTH STAR,AK,99701-1401,AK-,62.0,236220,White,Unknown/NotStated,13430.0,729712.05,,12800.0,,46998.0,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,813081.29,08/05/2021
3717578401,02/05/2021,1084,PPS,FAM ALASKA INC,1404 4th ave,seward,AK,99664,,Exemption 4,60,100,439789.0,439789.0,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,Y,N,Existing or more than 2 years old,seward,KENAI PENINSULA,AK,99664,AK-,15.0,722511,Unanswered,Unknown/NotStated,1.0,439786.0,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Veteran,,429995.88,08/10/2022
8981347103,04/15/2020,1084,PPP,GRIFFIN & SMITH LAW OFFICES LLC,3700 JEWEL LAKE ROAD,ANCHORAGE,AK,99502,02/06/2021,Paid in Full,24,100,190576.65,190576.65,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99502-0800,AK-,11.0,541110,Unanswered,Unknown/NotStated,2450.0,169477.32,,9249.33,,9400.0,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,191991.62,01/20/2021
8249218301,01/29/2021,1084,PPS,YUIT COMMUNICATIONS LLC,1407 W 31st Ave,Anchorage,AK,99503-3678,03/08/2022,Paid in Full,60,100,188767.0,188767.0,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,Y,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99503-3678,AK-,11.0,541810,Unanswered,Unknown/NotStated,1.0,188764.0,,,,,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,190582.27,01/31/2022
2742317209,04/16/2020,1084,PPP,"ST VINCENT DE PAUL SOCIETY, DIOCESAN COUNCIL OF SE ALASKA",8617 Teal St,JUNEAU,AK,99801,04/08/2021,Paid in Full,24,100,164704.46,164704.46,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,N,Existing or more than 2 years old,JUNEAU,JUNEAU,AK,99801-0001,AK-,24.0,453310,Unanswered,Unknown/NotStated,34992.55,122913.98,6797.93,,,,,Non-Profit Organization,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,Y,166107.83,03/02/2021
3453398510,02/24/2021,1084,PPP,J-DOCK SPORT FISHING LLC,1406 4th Ave.,Seward,AK,99664,04/07/2022,Paid in Full,60,100,155620.0,155620.0,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,Y,N,Existing or more than 2 years old,Seward,KENAI PENINSULA,AK,99664,AK-,10.0,487210,White,Not Hispanic or Latino,,155620.0,,,,,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,157163.41,03/08/2022
5472507101,04/13/2020,1084,PPP,ACF CHURCH,16620 Brooks Loop,EAGLE RIVER,AK,99577-8090,06/09/2021,Paid in Full,24,100,153123.4,153123.4,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,EAGLE RIVER,ANCHORAGE,AK,99577-8090,AK-,12.0,813110,Unanswered,Unknown/NotStated,,141840.32,,,,,11283.08,Non-Profit Organization,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,Y,154692.39,05/03/2021
5592607101,04/13/2020,1084,PPP,K-C CORPORATION,2964 COMMERCIAL DRIVE,ANCHORAGE,AK,99501-3016,12/04/2020,Paid in Full,24,100,583141.92,583141.92,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99501-3016,AK-,42.0,236220,Unanswered,Unknown/NotStated,,529469.6,,14097.5,,39574.82,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,586481.01,11/17/2020
2589027110,04/10/2020,1084,PPP,"REMOTE ALASKA SOLUTIONS, INC",600 N Mount Pilot Cir,PALMER,AK,99645-7480,02/06/2021,Paid in Full,24,100,348445.0,348445.0,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,Y,N,Existing or more than 2 years old,PALMER,MATANUSKA SUSITNA,AK,99645-7480,AK-,29.0,236220,White,Not Hispanic or Latino,,348445.0,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Female Owned,Unanswered,,351089.36,01/20/2021
5800487108,04/14/2020,1084,PPP,"M2S, INC",340 G STREET,ANCHORAGE,AK,99501-2125,08/07/2021,Paid in Full,24,100,283052.5,283052.5,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,N,New Business or 2 years or less,ANCHORAGE,ANCHORAGE,AK,99501-2125,AK-,29.0,453210,Unanswered,Unknown/NotStated,3052.5,250000.0,30000.0,,,,,Subchapter S Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,286580.96,07/22/2021
6499877101,04/14/2020,1084,PPP,OMNI LOGISTICS INC,6260 Old Airport Road,FAIRBANKS,AK,99709,08/07/2021,Paid in Full,24,100,135413.74,265666.62,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,Y,N,Existing or more than 2 years old,FAIRBANKS,FAIRBANKS NORTH STAR,AK,99709-1000,AK-,75.0,488190,Unanswered,Unknown/NotStated,,265666.62,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,268840.06,07/02/2021
1196487102,04/10/2020,1084,PPP,"EARLY LEARNING FOR EVERYONE, LLC",13030 BRANDON STREET,ANCHORAGE,AK,99515-3536,03/12/2021,Paid in Full,24,100,210003.0,210003.0,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99515-3536,AK-,48.0,624410,White,Not Hispanic or Latino,,190000.0,20003.0,,,,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Female Owned,Non-Veteran,,211752.07,02/19/2021
5647577103,04/13/2020,1084,PPP,"CANETE, LLC",1200 E 76TH AVE SUITE 1217,ANCHORAGE,AK,99518-3219,08/07/2021,Paid in Full,24,100,186716.67,186716.67,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99518-3219,AK-,35.0,561720,Unanswered,Unknown/NotStated,1720.87,184995.8,,,,,,Limited  Liability Company(LLC),3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,189049.35,07/22/2021
2912998301,01/21/2021,1084,PPS,ALASKA SCHOOL ACTIVITIES ASSOCIATION,4048 Laurel St Ste 203,Anchorage,AK,99508-5390,12/04/2021,Paid in Full,60,100,152175.0,152175.0,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,Y,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99508-5390,AK-,8.0,813990,Unanswered,Unknown/NotStated,1.0,152174.0,,,,,,Non-Profit Organization,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,Y,153321.52,11/08/2021
6098387400,05/13/2020,1084,PPP,ANCHORAGE ROOFING & CONTRACTING INC,10961 Lake Otis Pkwy,ANCHORAGE,AK,99516,02/06/2021,Paid in Full,24,100,150246.2,150246.2,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99516-0515,AK-,10.0,238160,White,Not Hispanic or Latino,22311.35,112684.66,,,,15250.19,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,151238.24,01/12/2021
5802447100,04/14/2020,1084,PPP,"COOL AIR MECHANICAL, INC.",6132 NIELSEN WAY,ANCHORAGE,AK,99518,12/04/2020,Paid in Full,24,100,502010.55,502010.55,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99518-0517,AK-,25.0,238220,White,Not Hispanic or Latino,3685.0,488432.55,600.0,9293.0,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Non-Veteran,,504871.32,11/17/2020
2235517107,04/10/2020,1084,PPP,THE FORAKER GROUP,161 klevin ST,ANCHORAGE,AK,99507-1508,02/06/2021,Paid in Full,24,100,413362.0,413362.0,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99507-1508,AK-,29.0,812990,Unanswered,Unknown/NotStated,3362.0,400000.0,10000.0,,,,,Non-Profit Organization,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,Y,416499.02,01/20/2021
5250497802,05/29/2020,1084,PPP,"DENALI NATIONAL PARK WILDERNESS CENTERS, LTD.",P.O. Box 67,DENALI NATIONAL PARK,AK,99755,06/02/2022,Paid in Full,24,100,400000.0,400000.0,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,R,N,N,Existing or more than 2 years old,DENALI NATIONAL PARK,DENALI,AK,99755-0001,AK-,15.0,721214,White,Not Hispanic or Latino,25000.0,300000.0,,75000.0,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,345404.56,04/29/2022
4134178304,01/23/2021,1084,PPS,KANE INC.,451 E 92nd Ave,Anchorage,AK,99515-2104,11/05/2021,Paid in Full,60,100,265110.0,265110.0,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99515-2104,AK-,10.0,238990,Unanswered,Unknown/NotStated,1.0,265107.0,,,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,267005.72,10/25/2021
8873937008,04/09/2020,1084,PPP,"MOORE HEATING, AIR CONDITIONING & REFRIGERATION INC",1801 E DOWLING RD,ANCHORAGE,AK,99507-1910,04/08/2021,Paid in Full,24,100,496107.1,496107.1,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,N,N,New Business or 2 years or less,ANCHORAGE,ANCHORAGE,AK,99507-1910,AK-,30.0,238220,Unanswered,Unknown/NotStated,11306.0,396906.0,,37600.0,,50295.1,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Unanswered,Unanswered,,402793.94,12/22/2020
5017847009,04/04/2020,1084,PPP,"THE BRANDON SKINNER GROUP, P.C.","3201 C Street, Suite  #601",ANCHORAGE,AK,99503-3917,03/13/2021,Paid in Full,24,100,173427.5,173427.5,0.0,,3386,First National Bank Alaska,101 W 36th Ave,ANCHORAGE,AK,99503-5904,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99503-3917,AK-,10.0,541219,Unanswered,Unknown/NotStated,,138741.5,,34686.0,,,,Corporation,3386,First National Bank Alaska,ANCHORAGE,AK,Male Owned,Unanswered,,174805.42,02/01/2021
