Listing,Date,Keyword,State,City,Category,Sub Category,Listing URL,Potential,Numbered Date,Country, Date Searched
1957 CHEVY BEL AIR CAR OR STATION WAGON FRONT FENDERS, Oct 29, &excats=134-40&min_price=2000000&max_price=5000000, Texas, El Paso, For Sale-Wanted, Auto Parts by Owner, https://elpaso.craigslist.org/pts/d/el-paso-1957-chevy-bel-air-car-or/7009685912.html,,2019-10-29,US,2019-11-21
2019 SEA RAY L590 FLY - CUSTOM, Oct 29, &excats=134-40&min_price=2000000&max_price=5000000, Florida, Pensacola, For Sale-Wanted, Boat Parts by Dealer, https://pensacola.craigslist.org/bod/d/grasonville-2019-sea-ray-l590-fly-custom/7009642446.html,,2019-10-29,US,2019-11-21
2018 Azimut 60 Flybridge, Oct 29, &excats=134-40&min_price=2000000&max_price=5000000, Florida, Space Coast, For Sale-Wanted, Boat Parts by Dealer, https://spacecoast.craigslist.org/bod/d/quincy-2018-azimut-60-flybridge/7009374750.html,,2019-10-29,US,2019-11-21
Jackie Robinson Baseball, Oct 28, &excats=134-40&min_price=2000000&max_price=5000000, Vermont, Vermont, For Sale-Wanted, Antique By Owner, https://vermont.craigslist.org/atq/d/burlington-jackie-robinson-baseball/7008962450.html,,2019-10-28,US,2019-11-21
buck and feed bread, Oct 27, &excats=134-40&min_price=2000000&max_price=5000000, Texas, Amarillo, For Sale-Wanted, Farm and Garden, https://amarillo.craigslist.org/grd/d/amarillo-buck-and-feed-bread/6991597926.html,,2019-10-27,US,2019-11-21
2003 Honda CR-V 4WD LX Auto, Oct 27, &excats=134-40&min_price=2000000&max_price=5000000, Colorado, Denver, For Sale-Wanted, Cars And by Dealer, https://denver.craigslist.org/ctd/d/denver-2003-honda-cr-4wd-lx-auto/7008080309.html,,2019-10-27,US,2019-11-21
Wanted.........  Old marbles silver bars and coins, Oct 27, &excats=134-40&min_price=2000000&max_price=5000000, Illinois, Peoria, For Sale-Wanted, Wanted, https://peoria.craigslist.org/wan/d/wanted-old-marbles-silver-bars-and-coins/7008156556.html,Want,2019-10-27,US,2019-11-21
MOVERS 4 LESS, Oct 26, &excats=134-40&min_price=2000000&max_price=5000000, District of Columbia, Washington, For Sale-Wanted, Furniture, https://washingtondc.craigslist.org/doc/fud/d/washington-movers-4-less/7007342866.html,,2019-10-26,US,2019-11-21
Outboard motors, Oct 26, &excats=134-40&min_price=2000000&max_price=5000000, Arkansas, Fort Smith, For Sale-Wanted, Boat Parts, https://fortsmith.craigslist.org/bpo/d/okay-outboard-motors/7007315408.html,,2019-10-26,US,2019-11-21
6% a year return on money, Oct 25, &excats=134-40&min_price=2000000&max_price=5000000, Georgia, Athens, For Sale-Wanted, Wanted, https://athensga.craigslist.org/wan/d/athens-6-year-return-on-money/7007186684.html,,2019-10-25,US,2019-11-21
Drop Deck Trailer, Oct 25, &excats=134-40&min_price=2000000&max_price=5000000, Wisconsin, Green Bay, For Sale-Wanted, NA, https://greenbay.craigslist.org/tro/d/quinnesec-drop-deck-trailer/7006807091.html,,2019-10-25,US,2019-11-21
ANTIQUE MINATURE CHIPPENDALE CHAIRS AND TABLE, Oct 23, &excats=134-40&min_price=2000000&max_price=5000000, Maryland, Eastern Shore, For Sale-Wanted, Antique By Owner, https://easternshore.craigslist.org/atq/d/ocean-city-antique-minature-chippendale/7005333449.html,,2019-10-23,US,2019-11-21
ANTIQUE MINATURE CHIPPENDALE CHAIRS AND TABLE, Oct 23, &excats=134-40&min_price=2000000&max_price=5000000, Virginia, Eastern Shore, For Sale-Wanted, Antique By Owner, https://easternshore.craigslist.org/atq/d/ocean-city-antique-minature-chippendale/7005333449.html,,2019-10-23,US,2019-11-21
Misc, Oct 23, &excats=134-40&min_price=2000000&max_price=5000000, Utah, St George, For Sale-Wanted, Household, https://stgeorge.craigslist.org/hsh/d/saint-george-misc/7005310168.html,,2019-10-23,US,2019-11-21
for sale, Oct 22, &excats=134-40&min_price=2000000&max_price=5000000, Pennsylvania, Harrisburg, For Sale-Wanted, Cars And Trucks, https://harrisburg.craigslist.org/cto/d/lebanon-for-sale/7004465599.html,,2019-10-22,US,2019-11-21
5% a year return on money, Oct 22, &excats=134-40&min_price=2000000&max_price=5000000, Georgia, Athens, For Sale-Wanted, Wanted, https://atlanta.craigslist.org/atl/wan/d/athens-5-year-return-on-money/7005123482.html,,2019-10-22,US,2019-11-21
5% a year return on money, Oct 22, &excats=134-40&min_price=2000000&max_price=5000000, Georgia, Athens, For Sale-Wanted, Wanted, https://atlanta.craigslist.org/atl/wan/d/athens-5-year-return-on-money/7004875174.html,,2019-10-22,US,2019-11-21
5% a year return on money, Oct 22, &excats=134-40&min_price=2000000&max_price=5000000, Georgia, Atlanta, For Sale-Wanted, Wanted, https://atlanta.craigslist.org/atl/wan/d/athens-5-year-return-on-money/7005123482.html,,2019-10-22,US,2019-11-21
5% a year return on money, Oct 22, &excats=134-40&min_price=2000000&max_price=5000000, Georgia, Atlanta, For Sale-Wanted, Wanted, https://atlanta.craigslist.org/atl/wan/d/athens-5-year-return-on-money/7004875174.html,,2019-10-22,US,2019-11-21
We want to buy your house for CASH!, Oct 22, &excats=134-40&min_price=2000000&max_price=5000000, Arizona, Phoenix, For Sale-Wanted, Wanted, https://phoenix.craigslist.org/cph/wan/d/phoenix-we-want-to-buy-your-house-for/7004860932.html,Want,2019-10-22,US,2019-11-21
Need financing for timberland, Oct 21, &excats=134-40&min_price=2000000&max_price=5000000, Vermont, Vermont, For Sale-Wanted, Wanted, https://vermont.craigslist.org/wan/d/blanchard-need-financing-for-timberland/7004286103.html,Want,2019-10-21,US,2019-11-21
2000 dodge ram part out, Oct 20, &excats=134-40&min_price=2000000&max_price=5000000, New York, Binghamton, For Sale-Wanted, Auto Parts by Owner, https://binghamton.craigslist.org/pts/d/windsor-2000-dodge-ram-part-out/6985975726.html,,2019-10-20,US,2019-11-21
Many items, Oct 20, &excats=134-40&min_price=2000000&max_price=5000000, Alabama, Mobile, For Sale-Wanted, General, https://mobile.craigslist.org/for/d/semmes-many-items/7003258439.html,,2019-10-20,US,2019-11-21
57 acres  views of ocean and valleys, Oct 19, &excats=134-40&min_price=2000000&max_price=5000000, California, Orange County, For Sale-Wanted, General, https://orangecounty.craigslist.org/for/d/capistrano-beach-57-acres-views-of/6993112195.html,,2019-10-19,US,2019-11-21
Custom Guitars and More, Oct 19, &excats=134-40&min_price=2000000&max_price=5000000, Tennessee, Nashville, For Sale-Wanted, Musical Instruments, https://nashville.craigslist.org/msg/d/smyrna-custom-guitars-and-more/6983069328.html,,2019-10-19,US,2019-11-21
1000 Acre Riverfront Hunting Property, Oct 18, &excats=134-40&min_price=2000000&max_price=5000000, Texas, Amarillo, For Sale-Wanted, Sporting Goods, https://amarillo.craigslist.org/spo/d/childress-1000-acre-riverfront-hunting/7002453435.html,,2019-10-18,US,2019-11-21
We buy junked Cars...915, Oct 18, &excats=134-40&min_price=2000000&max_price=5000000, Texas, El Paso, For Sale-Wanted, General, https://elpaso.craigslist.org/for/d/el-paso-we-buy-junked-cars915/7002460010.html,,2019-10-18,US,2019-11-21
1000 Acre Riverfront Hunting Property, Oct 18, &excats=134-40&min_price=2000000&max_price=5000000, Texas, Lubbock, For Sale-Wanted, Sporting Goods, https://lubbock.craigslist.org/spo/d/childress-1000-acre-riverfront-hunting/7002449410.html,,2019-10-18,US,2019-11-21
1000 Acre Riverfront Hunting Property, Oct 18, &excats=134-40&min_price=2000000&max_price=5000000, Texas, Waco, For Sale-Wanted, Sporting Goods, https://waco.craigslist.org/spo/d/childress-1000-acre-riverfront-hunting/7002490698.html,,2019-10-18,US,2019-11-21
Estate sale, Oct 18, &excats=134-40&min_price=2000000&max_price=5000000, New York, Rochester, For Sale-Wanted, Collectibles, https://rochester.craigslist.org/clt/d/fairport-estate-sale/7002481352.html,,2019-10-18,US,2019-11-21
1000 Acre Riverfront Hunting Property, Oct 17, &excats=134-40&min_price=2000000&max_price=5000000, Texas, Houston, For Sale-Wanted, Sporting Goods, https://houston.craigslist.org/spo/d/childress-1000-acre-riverfront-hunting/7001556739.html,,2019-10-17,US,2019-11-21
1000 Acre Riverfront Hunting Property, Oct 17, &excats=134-40&min_price=2000000&max_price=5000000, Oklahoma, Oklahoma City, For Sale-Wanted, Sporting Goods, https://oklahomacity.craigslist.org/spo/d/childress-1000-acre-riverfront-hunting/7001562499.html,,2019-10-17,US,2019-11-21
The Irishman, Oct 15, &excats=134-40&min_price=2000000&max_price=5000000, Pennsylvania, Philadelphia, For Sale-Wanted, Wanted, https://philadelphia.craigslist.org/wan/d/philadelphia-the-irishman/7000474285.html,,2019-10-15,US,2019-11-21
Motor 2001, Oct 13, &excats=134-40&min_price=2000000&max_price=5000000, Washington, Wenatchee, For Sale-Wanted, Wanted, https://wenatchee.craigslist.org/wan/d/east-wenatchee-motor-2001/6998754205.html,,2019-10-13,US,2019-11-21
Land for For Sale, Oct 11, &excats=134-40&min_price=2000000&max_price=5000000, California, Palm Springs, For Sale-Wanted, General, https://palmsprings.craigslist.org/for/d/san-jacinto-land-for-for-sale/6984260744.html,,2019-10-11,US,2019-11-21
ISO wrecked 2013 Malibu LTZ, Oct 10, &excats=134-40&min_price=2000000&max_price=5000000, Ohio, Youngstown, For Sale-Wanted, Wanted, https://youngstown.craigslist.org/wan/d/hubbard-iso-wrecked-2013-malibu-ltz/6997085106.html,,2019-10-10,US,2019-11-21
We buy junked Cars...915, Oct 10, &excats=134-40&min_price=2000000&max_price=5000000, Texas, El Paso, For Sale-Wanted, NA, https://elpaso.craigslist.org/wto/d/el-paso-we-buy-junked-cars915/6996517155.html,,2019-10-10,US,2019-11-21
We buy Rims with tires, Oct 10, &excats=134-40&min_price=2000000&max_price=5000000, Texas, El Paso, For Sale-Wanted, NA, https://elpaso.craigslist.org/wto/d/el-paso-we-buy-rims-with-tires/6996512368.html,,2019-10-10,US,2019-11-21
We Buy Businesses, Oct 09, &excats=134-40&min_price=2000000&max_price=5000000, Maryland, Baltimore, For Sale-Wanted, Wanted, https://baltimore.craigslist.org/wan/d/baltimore-we-buy-businesses/6996361425.html,,2019-10-09,US,2019-11-21
Gibson L5 Super V Deco Natural, Oct 09, &excats=134-40&min_price=2000000&max_price=5000000, Texas, Austin, For Sale-Wanted, Musical Instruments, https://austin.craigslist.org/msg/d/austin-gibson-l5-super-deco-natural/6996095223.html,,2019-10-09,US,2019-11-21
mobilehome for sale bu owner, Oct 07, &excats=134-40&min_price=2000000&max_price=5000000, Colorado, Pueblo, For Sale-Wanted, NA, https://pueblo.craigslist.org/tro/d/pueblo-mobilehome-for-sale-bu-owner/6994980108.html,,2019-10-07,US,2019-11-21
