Listing,Date,Keyword,State,City,Category,Sub Category,Listing URL,Potential,Numbered Date,Country, Date Searched
Ranch style house and 11.2 acres, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Vermont, Vermont, For Sale-Wanted, General, https://vermont.craigslist.org/for/d/south-barre-ranch-style-house-and-112/7023298018.html,,2019-11-19,US,2019-11-21
Spear Street lot, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Vermont, Vermont, For Sale-Wanted, General, https://vermont.craigslist.org/for/d/south-burlington-spear-street-lot/7022955961.html,,2019-11-19,US,2019-11-21
2019 Cat 325 FL Excavator 20HRS, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Montana, Kalispell, For Sale-Wanted, Heavy Equipment, https://kalispell.craigslist.org/hvo/d/libby-2019-cat-325-fl-excavator-20hrs/7015150131.html,,2019-11-19,US,2019-11-21
5/3 wheel push cart50.00 70.00   1- 2 wheel pull cart bag boy, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, South Carolina, Charleston, For Sale-Wanted, Sporting Goods, https://charleston.craigslist.org/spo/d/ladson-5-3-wheel-push-cart-wheel-pull/7018202093.html,,2019-11-19,US,2019-11-21
3.25 Acres, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, South Carolina, Charleston, For Sale-Wanted, General, https://charleston.craigslist.org/for/d/mount-pleasant-325-acres/7023006667.html,,2019-11-19,US,2019-11-21
Looking to buy crashed or damaged sport bikes, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, South Carolina, Columbia, For Sale-Wanted, Motorcycle Parts, https://columbia.craigslist.org/mpo/d/lugoff-looking-to-buy-crashed-or/7023142433.html,Want,2019-11-19,US,2019-11-21
WANTED   MTG  MAGIC THE GATHERING CARDSSETSPROMO&#39;S, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Massachusetts, Boston, For Sale-Wanted, Wanted, https://boston.craigslist.org/nos/wan/d/salisbury-wanted-mtg-magic-the/7004385210.html,Want,2019-11-19,US,2019-11-21
Dodge/Chrysler/Plymouth Slant Six Intake Manifold, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Massachusetts, Boston, For Sale-Wanted, Wanted, https://boston.craigslist.org/gbs/wan/d/medford-dodge-chrysler-plymouth-slant/7019667596.html,,2019-11-19,US,2019-11-21
Inventory for Sale, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Massachusetts, Boston, For Sale-Wanted, General, https://boston.craigslist.org/gbs/for/d/quincy-inventory-for-sale/7010860382.html,,2019-11-19,US,2019-11-21
Inventory for Sale, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Massachusetts, Boston, For Sale-Wanted, General, https://boston.craigslist.org/gbs/for/d/quincy-inventory-for-sale/7011494544.html,,2019-11-19,US,2019-11-21
ENTIRE INVENTORY OF SPORTS CARDS STORE FOR SALE, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Massachusetts, Boston, For Sale-Wanted, Collectibles, https://boston.craigslist.org/nwb/clt/d/quincy-entire-inventory-of-sports-cards/7011494206.html,,2019-11-19,US,2019-11-21
ENTIRE INVENTORY OF SPORTS CARDS STORE FOR SALE, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Massachusetts, Boston, For Sale-Wanted, Collectibles, https://boston.craigslist.org/nwb/clt/d/quincy-entire-inventory-of-sports-cards/7010861166.html,,2019-11-19,US,2019-11-21
Can-Eng Car Bottom Furnace, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Massachusetts, Boston, For Sale-Wanted, Tools, https://boston.craigslist.org/bmw/tls/d/worcester-can-eng-car-bottom-furnace/7010385724.html,,2019-11-19,US,2019-11-21
Hunters Paradise, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Arkansas, Fort Smith, For Sale-Wanted, Farm and Garden, https://fortsmith.craigslist.org/grd/d/cookson-hunters-paradise/7023366483.html,,2019-11-19,US,2019-11-21
We buy high end watches and all jewelry! Best cash prices!, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Arizona, Phoenix, For Sale-Wanted, Wanted, https://phoenix.craigslist.org/evl/wad/d/phoenix-we-buy-high-end-watches-and-all/7023498545.html,,2019-11-19,US,2019-11-21
We buy all ROLEX & jewelry! Highest cash prices paid, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Arizona, Phoenix, For Sale-Wanted, Wanted, https://phoenix.craigslist.org/evl/wad/d/chandler-we-buy-all-rolex-jewelry/7023497515.html,,2019-11-19,US,2019-11-21
Queen Creek Land, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Arizona, Phoenix, For Sale-Wanted, Farm and Garden, https://phoenix.craigslist.org/evl/grd/d/chandler-heights-queen-creek-land/7023342841.html,,2019-11-19,US,2019-11-21
??BUYER IPHONE X XS 11 PRO MAX  XR  8  7 PLUS MACBOOK ?? CASH NOW, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Arizona, Phoenix, For Sale-Wanted, Wanted, https://phoenix.craigslist.org/nph/wad/d/phoenix-buyer-iphone-xs-11-pro-max-xr/7023342655.html,,2019-11-19,US,2019-11-21
Exotic Palm Nursery, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Arizona, Phoenix, For Sale-Wanted, Farm and Garden, https://phoenix.craigslist.org/cph/grd/d/homestead-exotic-palm-nursery/7023300073.html,,2019-11-19,US,2019-11-21
??BUYER IPHONE X XS 11 PRO MAX  XR  8  7 PLUS MACBOOK ?? CASH NOW, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Arizona, Phoenix, For Sale-Wanted, Wanted, https://phoenix.craigslist.org/nph/wad/d/phoenix-buyer-iphone-xs-11-pro-max-xr/7023301979.html,,2019-11-19,US,2019-11-21
2018 *Ferrari* *812 Superfast* *Coupe* Rosso Corsa, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Arizona, Phoenix, For Sale-Wanted, Cars And by Dealer, https://phoenix.craigslist.org/nph/ctd/d/scottsdale-2018-ferrari-812-superfast/7023265955.html,,2019-11-19,US,2019-11-21
??BUYER IPHONE X XS 11 PRO MAX  XR  8  7 PLUS MACBOOK ?? CASH NOW, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Arizona, Phoenix, For Sale-Wanted, Wanted, https://phoenix.craigslist.org/nph/wad/d/phoenix-buyer-iphone-xs-11-pro-max-xr/7023249025.html,,2019-11-19,US,2019-11-21
??BUYER IPHONE X XS 11 PRO MAX  XR  8  7 PLUS ?? CASH NOW AIRPODS, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Arizona, Phoenix, For Sale-Wanted, Wanted, https://phoenix.craigslist.org/nph/wad/d/phoenix-buyer-iphone-xs-11-pro-max-xr/7023248545.html,,2019-11-19,US,2019-11-21
Mercedes Benz Classic 1967 300se Cabriolet, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Arizona, Phoenix, For Sale-Wanted, Cars And Trucks, https://phoenix.craigslist.org/wvl/cto/d/surprise-mercedes-benz-classic-se/7022906355.html,,2019-11-19,US,2019-11-21
Wanted Pima Apache Native  baskets, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Arizona, Prescott, For Sale-Wanted, Wanted, https://prescott.craigslist.org/wan/d/wanted-pima-apache-native-baskets/7023137242.html,Want,2019-11-19,US,2019-11-21
Wanted Pima Apache Native  baskets, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Arizona, Prescott, For Sale-Wanted, Wanted, https://prescott.craigslist.org/wan/d/wanted-pima-apache-native-baskets/7023136218.html,Want,2019-11-19,US,2019-11-21
NoW Mo-s T iphoneICLOUD 7128  @@==], Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Nevada, Las Vegas, For Sale-Wanted, Cell Phones, https://lasvegas.craigslist.org/mob/d/las-vegas-now-mo-t-iphoneicloud-7128/7023277247.html,,2019-11-19,US,2019-11-21
TOP IPHONE X((PARTS 8 PLUS COMPRADOR #TOP IPHONE $$$, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Nevada, Las Vegas, For Sale-Wanted, Cell Phones, https://lasvegas.craigslist.org/mob/d/las-vegas-top-iphone-xparts-8-plus/7023276247.html,,2019-11-19,US,2019-11-21
FRES$$%^&H LOCKED*ALL CARRIERS and ALL CONDITION NEEDED YYYG, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Nevada, Las Vegas, For Sale-Wanted, Cell Phones, https://lasvegas.craigslist.org/mob/d/las-vegas-fresh-lockedall-carriers-and/7023274461.html,Want,2019-11-19,US,2019-11-21
X-MAX E`x`c`e`llent--lpHONE=LOCK=X__64 G-iG-==ne*eee*d -p[;##, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Nevada, Las Vegas, For Sale-Wanted, Cell Phones, https://lasvegas.craigslist.org/mob/d/las-vegas-max-excellent-lphonelockx64/7023267468.html,,2019-11-19,US,2019-11-21
wes##$%t BLACk iPHONE 8 64 GB NEW iN BoXX *PASSWORD* ==]&#39;yy, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Nevada, Las Vegas, For Sale-Wanted, Cell Phones, https://lasvegas.craigslist.org/mob/d/las-vegas-west-black-iphone-8-64-gb-new/7023266238.html,,2019-11-19,US,2019-11-21
noWWW##WE URG[==EENTT N.PASSCODE.eeed Used iPhone X- @@, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Nevada, Las Vegas, For Sale-Wanted, Cell Phones, https://lasvegas.craigslist.org/mob/d/las-vegas-nowwwwe-urgeentt/7018477061.html,,2019-11-19,US,2019-11-21
NoW## Ne[W Factory Unlocked PARTS iPhone X&#39; YYG, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Nevada, Las Vegas, For Sale-Wanted, Cell Phones, https://lasvegas.craigslist.org/mob/d/las-vegas-now-new-factory-unlocked/7018475152.html,,2019-11-19,US,2019-11-21
Billionaire Mind Seeks Investor/Backing, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Nevada, Las Vegas, For Sale-Wanted, Wanted, https://lasvegas.craigslist.org/wan/d/las-vegas-billionaire-mind-seeks/7023151162.html,,2019-11-19,US,2019-11-21
noWW# WE##SpRiNTT TTMOBILE iPAD GALAXY BUyy &(iphonE ujjuYYg, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Nevada, Las Vegas, For Sale-Wanted, Cell Phones, https://lasvegas.craigslist.org/mob/d/las-vegas-noww-wesprintt-ttmobile-ipad/7008565799.html,,2019-11-19,US,2019-11-21
NoWwwx Ful-LY FreSh-H PASSWORD?IPhone X 256gb/TmobileSALE YYh, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Nevada, Las Vegas, For Sale-Wanted, Cell Phones, https://lasvegas.craigslist.org/mob/d/las-vegas-nowwwx-ful-ly-fresh-password/7012842862.html,,2019-11-19,US,2019-11-21
FRES$^%H Hihgest price LOCK% for locked Iphone--sell  uuYY, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Nevada, Las Vegas, For Sale-Wanted, Cell Phones, https://lasvegas.craigslist.org/mob/d/las-vegas-fresh-hihgest-price-lock-for/7014222036.html,,2019-11-19,US,2019-11-21
Ne[W Factory Unlocked PARTS iPhone X&#39;YYU&&, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Nevada, Las Vegas, For Sale-Wanted, Cell Phones, https://lasvegas.craigslist.org/mob/d/las-vegas-new-factory-unlocked-parts/7012789459.html,,2019-11-19,US,2019-11-21
EOS 6D MARK II, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Florida, Jacksonville, For Sale-Wanted, Electronics, https://jacksonville.craigslist.org/ele/d/middleburg-eos-6d-mark-ii/7018138293.html,,2019-11-19,US,2019-11-21
anything with wheels top $$$, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Florida, Jacksonville, For Sale-Wanted, Wanted, https://jacksonville.craigslist.org/wan/d/jacksonville-anything-with-wheels-top/7019528275.html,,2019-11-19,US,2019-11-21
Dream Home, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Florida, Orlando, For Sale-Wanted, General, https://orlando.craigslist.org/for/d/ocoee-dream-home/7023394907.html,,2019-11-19,US,2019-11-21
Vacation home /w furniture for SALE, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Florida, Orlando, For Sale-Wanted, Wanted, https://orlando.craigslist.org/wan/d/boca-raton-vacation-home-furniture-for/7023223585.html,,2019-11-19,US,2019-11-21
2019 CELA DT30/DT-100 Self Propelled Tracked Platform, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Florida, Orlando, For Sale-Wanted, Heavy Equipment, https://orlando.craigslist.org/hvo/d/orlando-2019-cela-dt30-dt-100-self/7022984411.html,,2019-11-19,US,2019-11-21
54.19Acre  Horse Lover&quot;s Dream Ranch, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Florida, Orlando, For Sale-Wanted, Farm and Garden, https://orlando.craigslist.org/grd/d/nicholls-5419acre-horse-lovers-dream/7007985013.html,,2019-11-19,US,2019-11-21
Gold Buyers Diamond Buyers Rolex Buyers Jewelry Buyers Cash, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Florida, Space Coast, For Sale-Wanted, Jewelry, https://spacecoast.craigslist.org/jwl/d/melbourne-gold-buyers-diamond-buyers/7023507254.html,,2019-11-19,US,2019-11-21
2011 KPI FT4250, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Florida, St Augustine, For Sale-Wanted, Heavy Equipment, https://staugustine.craigslist.org/hvo/d/albany-2011-kpi-ft4250/7020062645.html,,2019-11-19,US,2019-11-21
Pot bellied piglets, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Colorado, Boulder, For Sale-Wanted, Farm and Garden, https://boulder.craigslist.org/grd/d/lafayette-pot-bellied-piglets/7019959776.html,,2019-11-19,US,2019-11-21
1/2 Acre home in Northglenn for Sale by Owner, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Colorado, Denver, For Sale-Wanted, Household, https://denver.craigslist.org/hsh/d/eastlake-1-2-acre-home-in-northglenn/7023505038.html,,2019-11-19,US,2019-11-21
South Platte River Hunting Property, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Colorado, Denver, For Sale-Wanted, Sporting Goods, https://denver.craigslist.org/spo/d/ogallala-south-platte-river-hunting/7023384032.html,,2019-11-19,US,2019-11-21
Exotic pythons & exotic fishes. Make me an offer.., Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Colorado, Denver, For Sale-Wanted, General, https://denver.craigslist.org/for/d/littleton-exotic-pythons-exotic-fishes/7011895754.html,,2019-11-19,US,2019-11-21
Do you need extra Christmas cash? Sell me your vintage items, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Virginia, Fredericksburg, For Sale-Wanted, Collectibles, https://fredericksburg.craigslist.org/clt/d/fredericksburg-do-you-need-extra/7023184837.html,Want,2019-11-19,US,2019-11-21
Hodaka dirtbike, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Virginia, Richmond, For Sale-Wanted, Wanted, https://richmond.craigslist.org/wan/d/maidens-hodaka-dirtbike/7021471661.html,,2019-11-19,US,2019-11-21
Beautiful New England 2 Family Home, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Maine, Maine, For Sale-Wanted, General, https://maine.craigslist.org/for/d/lisbon-beautiful-new-england-2-family/7005414910.html,,2019-11-19,US,2019-11-21
ENTIRE INVENTORY OF SPORTS CARDS FOR SALE, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Maine, Maine, For Sale-Wanted, Collectibles, https://maine.craigslist.org/clt/d/quincy-entire-inventory-of-sports-cards/7021720881.html,,2019-11-19,US,2019-11-21
ENTIRE INVENTORY OF SPORTS CARDS FOR SALE, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Maine, Maine, For Sale-Wanted, Collectibles, https://maine.craigslist.org/clt/d/quincy-entire-inventory-of-sports-cards/7021720669.html,,2019-11-19,US,2019-11-21
Cash Paid 4 Vintage Costume Jewelry & Old Pocket Watches, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Maryland, Baltimore, For Sale-Wanted, Wanted, https://baltimore.craigslist.org/wan/d/cash-paid-4-vintage-costume-jewelry-old/7023013416.html,,2019-11-19,US,2019-11-21
Local Collector Looking for Baseball Cards Autographs Memorabilia, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Michigan, Ann Arbor, For Sale-Wanted, Wanted, https://annarbor.craigslist.org/wan/d/dearborn-local-collector-looking-for/7023017337.html,Want,2019-11-19,US,2019-11-21
Real Estate, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Michigan, Grand Rapids, For Sale-Wanted, General, https://grandrapids.craigslist.org/for/d/grand-haven-real-estate/7021891088.html,,2019-11-19,US,2019-11-21
Real Estate, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Michigan, Holland, For Sale-Wanted, General, https://holland.craigslist.org/for/d/grand-haven-real-estate/7011966438.html,,2019-11-19,US,2019-11-21
5 bedroom 3500 sq ft home on Acker Lake, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Michigan, Muskegon, For Sale-Wanted, General, https://muskegon.craigslist.org/for/d/holton-5-bedroom-3500-sq-ft-home-on/7014913490.html,,2019-11-19,US,2019-11-21
Real Estate, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Michigan, Muskegon, For Sale-Wanted, General, https://muskegon.craigslist.org/for/d/grand-haven-real-estate/7011965884.html,,2019-11-19,US,2019-11-21
Wanting To Buy Guitars Basses & Amps, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Ohio, Cincinnati, For Sale-Wanted, Musical Instruments, https://cincinnati.craigslist.org/msg/d/wanting-to-buy-guitars-basses-amps/7022979097.html,Want,2019-11-19,US,2019-11-21
Wanted To Buy: Business, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Ohio, Cleveland, For Sale-Wanted, Wanted, https://cleveland.craigslist.org/wan/d/cleveland-wanted-to-buy-business/7023276499.html,Want,2019-11-19,US,2019-11-21
WATERFRONT LOT, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Ohio, Cleveland, For Sale-Wanted, Boat Parts, https://cleveland.craigslist.org/boa/d/mentor-waterfront-lot/7013975909.html,,2019-11-19,US,2019-11-21
2018 Boston Whaler 350 Outrage, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Ohio, Cleveland, For Sale-Wanted, Boat Parts by Dealer, https://cleveland.craigslist.org/bod/d/harbor-springs-2018-boston-whaler-350/7023035017.html,,2019-11-19,US,2019-11-21
2014 Scout 350 LXF For Sale at MarineMax Ohio, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Ohio, Sandusky, For Sale-Wanted, Boat Parts by Dealer, https://sandusky.craigslist.org/bod/d/lakeside-marblehead-2014-scout-350-lxf/7023316900.html,,2019-11-19,US,2019-11-21
2013 Tiara 4300 Open For Sale at MarineMax Ohio, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Ohio, Sandusky, For Sale-Wanted, Boat Parts by Dealer, https://sandusky.craigslist.org/bod/d/port-clinton-2013-tiara-4300-open-for/7023315078.html,,2019-11-19,US,2019-11-21
For sale, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Ohio, Toledo, For Sale-Wanted, Wanted, https://toledo.craigslist.org/wan/d/toledo-for-sale/7008537118.html,,2019-11-19,US,2019-11-21
Buying Old Baseball/Football Cards B4 1970 Cash Today!!, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Ohio, Youngstown, For Sale-Wanted, Wanted, https://youngstown.craigslist.org/wan/d/buying-old-baseball-football-cards-b/7009249484.html,,2019-11-19,US,2019-11-21
WANTED:   Hornets tickets for any games, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, North Carolina, Charlotte, For Sale-Wanted, Tickets, https://charlotte.craigslist.org/tix/d/wanted-hornets-tickets-for-any-games/7006971436.html,Want,2019-11-19,US,2019-11-21
SILVER(STERLING) ANY TYPE PIECES-HIGHEST PRICES PAID ANYWHERE, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, North Carolina, Charlotte, For Sale-Wanted, Collectibles, https://charlotte.craigslist.org/clt/d/winston-salem-silversterling-any-type/7003449512.html,,2019-11-19,US,2019-11-21
BOB TIMBERLAKE ORIGINAL PAINTINGS WANTED-TOP DOLLAR PAID, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, North Carolina, Charlotte, For Sale-Wanted, Art by Owner, https://charlotte.craigslist.org/art/d/huntersville-bob-timberlake-original/7003448724.html,Want,2019-11-19,US,2019-11-21
SILVER STERLING ITEMS(FLATWARE/SERVING PIECES ETC.) WANTED-TOP DOLLAR, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, North Carolina, Charlotte, For Sale-Wanted, Collectibles, https://charlotte.craigslist.org/clt/d/cornelius-silver-sterling-itemsflatware/7003448924.html,Want,2019-11-19,US,2019-11-21
GOLD COINS-EAGLES/MAPLES/KRUGERRANDS/PANDAS/KANGAROOS-HIGHEST $$$ PAID, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, North Carolina, Charlotte, For Sale-Wanted, Collectibles, https://charlotte.craigslist.org/clt/d/charlotte-gold-coins-eagles-maples/7016350390.html,,2019-11-19,US,2019-11-21
SILVER(STERLING) ANY TYPE PIECES-HIGHEST PRICES PAID ANYWHERE, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, North Carolina, Winston-salem, For Sale-Wanted, Collectibles, https://charlotte.craigslist.org/clt/d/winston-salem-silversterling-any-type/7003449512.html,,2019-11-19,US,2019-11-21
Scrap yard recycle yard, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Louisiana, New Orleans, For Sale-Wanted, Heavy Equipment, https://neworleans.craigslist.org/hvo/d/mccomb-scrap-yard-recycle-yard/7023049813.html,,2019-11-19,US,2019-11-21
40-acre hobby farm, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Minnesota, Mankato, For Sale-Wanted, General, https://mankato.craigslist.org/for/d/lonsdale-40-acre-hobby-farm/7022956326.html,,2019-11-19,US,2019-11-21
35 Acres adjacent to Lake Murray, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Oklahoma, Oklahoma City, For Sale-Wanted, Farm and Garden, https://oklahomacity.craigslist.org/grd/d/ardmore-35-acres-adjacent-to-lake-murray/7016869877.html,,2019-11-19,US,2019-11-21
Land For sale Stillwater Ok 160 Acres LOOK, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Oklahoma, Oklahoma City, For Sale-Wanted, Farm and Garden, https://oklahomacity.craigslist.org/grd/d/stillwater-land-for-sale-stillwater-ok/7006121155.html,,2019-11-19,US,2019-11-21
*Land 4 Sale* Awesome 40 Acres Hwy Frontage Guthrie/Perkins, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Oklahoma, Oklahoma City, For Sale-Wanted, Farm and Garden, https://oklahomacity.craigslist.org/grd/d/langston-land-4-sale-awesome-40-acres/7017770748.html,,2019-11-19,US,2019-11-21
land for sale, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Oklahoma, Oklahoma City, For Sale-Wanted, Farm and Garden, https://oklahomacity.craigslist.org/grd/d/durant-land-for-sale/7007129576.html,,2019-11-19,US,2019-11-21
Land For sale Stillwater Ok 160 Acres LOOK, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Oklahoma, Stillwater, For Sale-Wanted, Farm and Garden, https://oklahomacity.craigslist.org/grd/d/stillwater-land-for-sale-stillwater-ok/7006121155.html,,2019-11-19,US,2019-11-21
160 Acres Hunting Property, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Oklahoma, Tulsa, For Sale-Wanted, General, https://tulsa.craigslist.org/for/d/osage-160-acres-hunting-property/7023503663.html,,2019-11-19,US,2019-11-21
2019 Cat 325 FL Excavator 20HRS, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Idaho, Boise, For Sale-Wanted, Heavy Equipment, https://boise.craigslist.org/hvo/d/libby-2019-cat-325-fl-excavator-20hrs/7023386321.html,,2019-11-19,US,2019-11-21
ENTIRE INVENTORY OF SPORTS CARDS STORE FOR SELL, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Idaho, Boise, For Sale-Wanted, Collectibles, https://boise.craigslist.org/clt/d/quincy-entire-inventory-of-sports-cards/7021931714.html,,2019-11-19,US,2019-11-21
ENTIRE INVENTORY OF SPORTS CARDS STORE FOR SELL, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Idaho, Boise, For Sale-Wanted, Collectibles, https://boise.craigslist.org/clt/d/quincy-entire-inventory-of-sports-cards/7021721043.html,,2019-11-19,US,2019-11-21
REDUCED! 2014 Newmar Dutchstar 4374 Diesel Coach, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Idaho, Boise, For Sale-Wanted, RVs, https://boise.craigslist.org/rvd/d/meridian-reduced-2014-newmar-dutchstar/7023099647.html,,2019-11-19,US,2019-11-21
Cabin By Donnelly Idaho For Sale By Owner, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Idaho, Boise, For Sale-Wanted, General, https://boise.craigslist.org/for/d/donnelly-cabin-by-donnelly-idaho-for/7019214837.html,,2019-11-19,US,2019-11-21
Farm ground, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Idaho, East Idaho, For Sale-Wanted, Farm and Garden, https://eastidaho.craigslist.org/grd/d/moreland-farm-ground/7013057428.html,,2019-11-19,US,2019-11-21
Beds & more Beds, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Kansas, Wichita, For Sale-Wanted, Furniture, https://wichita.craigslist.org/fuo/d/wichita-beds-more-beds/7010365433.html,,2019-11-19,US,2019-11-21
Used lawn.Equipment picked up free, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Kansas, Wichita, For Sale-Wanted, Farm and Garden, https://wichita.craigslist.org/grd/d/wichita-used-lawnequipment-picked-up/7023238571.html,,2019-11-19,US,2019-11-21
Beds & more Beds, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Kansas, Wichita, For Sale-Wanted, Furniture, https://wichita.craigslist.org/fuo/d/wichita-beds-more-beds/7010265343.html,,2019-11-19,US,2019-11-21
Home for sale, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Tennessee, Nashville, For Sale-Wanted, Household, https://nashville.craigslist.org/hsh/d/goodlettsville-home-for-sale/7022935941.html,,2019-11-19,US,2019-11-21
Needed Real Estate Insurance Broker, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Pennsylvania, Harrisburg, For Sale-Wanted, Wanted, https://harrisburg.craigslist.org/wan/d/harrisburg-needed-real-estate-insurance/7023431290.html,Want,2019-11-19,US,2019-11-21
CBI track horz. hog 4000, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Pennsylvania, Philadelphia, For Sale-Wanted, Heavy Equipment, https://philadelphia.craigslist.org/hvo/d/sellersville-cbi-track-horz-hog-4000/7013171106.html,,2019-11-19,US,2019-11-21
Unattended Museum Must see, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Pennsylvania, Philadelphia, For Sale-Wanted, Antique By Owner, https://philadelphia.craigslist.org/atq/d/norristown-unattended-museum-must-see/7017869335.html,,2019-11-19,US,2019-11-21
2016 Entegra Coach Aspire 44B, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Pennsylvania, Philadelphia, For Sale-Wanted, RVs, https://philadelphia.craigslist.org/rvd/d/thornton-2016-entegra-coach-aspire-44b/7022974607.html,,2019-11-19,US,2019-11-21
****Metal wanted****, Nov 19, &excats=134-40&min_price=200000&max_price=1000000, Pennsylvania, Philadelphia, For Sale-Wanted, Wanted, https://philadelphia.craigslist.org/wan/d/metal-wanted/7022941642.html,Want,2019-11-19,US,2019-11-21
