LoanNumber,DateApproved,SBAOfficeCode,ProcessingMethod,BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,BorrowerZip,LoanStatusDate,LoanStatus,Term,SBAGuarantyPercentage,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,FranchiseName,ServicingLenderLocationID,ServicingLenderName,ServicingLenderAddress,ServicingLenderCity,ServicingLenderState,ServicingLenderZip,RuralUrbanIndicator,HubzoneIndicator,LMIIndicator,BusinessAgeDescription,ProjectCity,ProjectCountyName,ProjectState,ProjectZip,CD,JobsReported,NAICSCode,Race,Ethnicity,UTILITIES_PROCEED,PAYROLL_PROCEED,MORTGAGE_INTEREST_PROCEED,RENT_PROCEED,REFINANCE_EIDL_PROCEED,HEALTH_CARE_PROCEED,DEBT_INTEREST_PROCEED,BusinessType,OriginatingLenderLocationID,OriginatingLender,OriginatingLenderCity,OriginatingLenderState,Gender,Veteran,NonProfit,ForgivenessAmount,ForgivenessDate
1399778810,04/10/2021,0455,PPS,LESLIE X TALLA IZAGUIRRE,5315 Summerlin Rd # 1514,Fort Myers,FL,33919-7674,11/09/2022,Charged Off,41,100,3000.0,3000.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,Y,N,Existing or more than 2 years old,Fort Myers,LEE,FL,33919-7674,FL-19,1.0,561210,Unanswered,Unknown/NotStated,,3000.0,,,,,,Independent Contractors,524612,Fountainhead SBF LLC,LAKE MARY,FL,Female Owned,Non-Veteran,,,
2909488801,04/13/2021,0491,PPP,MARIE PIARD,2218 Mispah Ave,Leesburg,FL,34748-3754,12/18/2021,Paid in Full,60,100,1625.0,1625.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,Y,N,Existing or more than 2 years old,Leesburg,LAKE,FL,34748-3754,FL-11,1.0,812990,Unanswered,Unknown/NotStated,,1625.0,,,,,,Self-Employed Individuals,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,1633.76,11/04/2021
2208108702,03/28/2021,0455,PPP,MARILYN COGER,3878 Rolling Hill Dr,Titusville,FL,32796-1147,04/14/2022,Paid in Full,60,100,3524.0,3524.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,Y,Existing or more than 2 years old,Titusville,BREVARD,FL,32796-1147,FL-08,1.0,624110,Unanswered,Unknown/NotStated,,3524.0,,,,,,Sole Proprietorship,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,3557.77,03/21/2022
9552318707,04/09/2021,0455,PPP,BRYAN DIETZ,771 Sunset Lakes Dr,Merritt Island,FL,32953-8030,10/13/2021,Paid in Full,60,100,839.0,839.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Merritt Island,BREVARD,FL,32953-8030,FL-08,1.0,488320,Unanswered,Unknown/NotStated,,839.0,,,,,,Independent Contractors,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,842.26,09/07/2021
5735358604,03/20/2021,0455,PPS,TODD KNAAK,6211 Sawyer Loop Rd Apt 316,Sarasota,FL,34238-3076,11/06/2021,Paid in Full,60,100,3771.0,3771.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Sarasota,SARASOTA,FL,34238-3076,FL-17,1.0,492110,Unanswered,Unknown/NotStated,,3771.0,,,,,,Sole Proprietorship,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,3790.9,10/06/2021
2148388604,03/13/2021,0455,PPP,JOSE VALCARCE,3795 Winkler Ave Apt 133,Fort Myers,FL,33916-7713,09/21/2021,Paid in Full,60,100,3542.0,3542.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,Y,Y,Existing or more than 2 years old,Fort Myers,LEE,FL,33916-7713,FL-19,1.0,485310,Unanswered,Unknown/NotStated,,3542.0,,,,,,Independent Contractors,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,3557.15,08/19/2021
8530598900,05/11/2021,0491,PPS,BRITTANY UPSHAW,315 Puckett Rd Apt 4B,Perry,FL,32348-5817,09/17/2021,Paid in Full,60,100,3342.0,3342.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,R,Y,N,Existing or more than 2 years old,Perry,TAYLOR,FL,32348-5817,FL-02,1.0,722320,Unanswered,Unknown/NotStated,,3342.0,,,,,,Sole Proprietorship,524612,Fountainhead SBF LLC,LAKE MARY,FL,Female Owned,Non-Veteran,,3350.45,08/11/2021
2720458701,03/30/2021,0455,PPP,SERGIO MONTES DE OCA,130 Cypress Ave,West Palm Beach,FL,33415-2404,11/09/2022,Charged Off,41,100,2083.0,2083.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,Y,Y,Existing or more than 2 years old,West Palm Beach,PALM BEACH,FL,33415-2404,FL-22,1.0,485991,Unanswered,Unknown/NotStated,,2083.0,,,,,,Sole Proprietorship,524612,Fountainhead SBF LLC,LAKE MARY,FL,Male Owned,Non-Veteran,,,
2935398704,03/30/2021,0455,PPP,FLORENTINO CABALLERO ORDAZ,2809 21st St W,Bradenton,FL,34205-3829,09/16/2021,Paid in Full,60,100,1258.0,1258.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Bradenton,MANATEE,FL,34205-3829,FL-16,1.0,561720,Unanswered,Unknown/NotStated,,1258.0,,,,,,Sole Proprietorship,524612,Fountainhead SBF LLC,LAKE MARY,FL,Male Owned,Non-Veteran,,1262.4,08/13/2021
6053018909,05/01/2021,0491,PPP,TREVOR OWENS,21 Walter Martin Rd NE,Fort Walton Beach,FL,32549-7701,10/13/2021,Paid in Full,60,100,1208.0,1208.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Fort Walton Beach,OKALOOSA,FL,32549-7701,FL-01,1.0,541490,Unanswered,Unknown/NotStated,,1208.0,,,,,,Sole Proprietorship,524612,Fountainhead SBF LLC,LAKE MARY,FL,Male Owned,Non-Veteran,,1212.46,09/15/2021
2591578803,04/12/2021,0491,PPP,NELMAR RODRIGUEZ,4440 SW Archer Rd Apt 705,Gainesville,FL,32608-2246,10/13/2021,Paid in Full,60,100,3804.0,3804.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Gainesville,ALACHUA,FL,32608-2246,FL-03,1.0,492210,Unanswered,Unknown/NotStated,,3804.0,,,,,,Independent Contractors,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,3818.16,09/07/2021
2126798401,02/03/2021,0455,PPP,SANDRA LISTRO,11681 Boyette Rd,Riverview,FL,33569-5531,09/18/2021,Paid in Full,60,100,3402.0,3402.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Riverview,HILLSBOROUGH,FL,33569-5531,FL-16,1.0,812112,White,Not Hispanic or Latino,1.0,3398.0,,,,,,Sole Proprietorship,524612,Fountainhead SBF LLC,LAKE MARY,FL,Female Owned,Non-Veteran,,3417.88,08/11/2021
1050168801,04/09/2021,0491,PPP,YORKIS SANZ,6100 Arlington Expy Apt O203,Jacksonville,FL,32211-3102,10/13/2021,Paid in Full,60,100,3387.0,3387.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,Y,Existing or more than 2 years old,Jacksonville,DUVAL,FL,32211-3102,FL-05,1.0,485310,Unanswered,Unknown/NotStated,,3387.0,,,,,,Self-Employed Individuals,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,3400.74,09/10/2021
3007928906,04/27/2021,0455,PPS,YISET MERINO,1928 SE 14th St,Cape Coral,FL,33990-3861,10/13/2021,Paid in Full,60,100,3038.0,3038.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Cape Coral,LEE,FL,33990-3861,FL-19,1.0,531390,White,Hispanic or Latino,,3038.0,,,,,,Independent Contractors,524612,Fountainhead SBF LLC,LAKE MARY,FL,Female Owned,Non-Veteran,,3049.31,09/15/2021
2838428709,03/30/2021,0455,PPP,HAROLL PRIEREZ,4949 Marbrisa Dr,Tampa,FL,33624-6372,11/09/2022,Charged Off,41,100,1155.0,1155.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Tampa,HILLSBOROUGH,FL,33624-6372,FL-15,1.0,492210,Unanswered,Unknown/NotStated,,1155.0,,,,,,Sole Proprietorship,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,,
1664228604,03/13/2021,0455,PPP,JESMAR GUTIERREZ,901 Nina Elizabeth Cir Apt 301,Brandon,FL,33510-4650,09/21/2021,Paid in Full,60,100,2646.0,2646.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Brandon,HILLSBOROUGH,FL,33510-4650,FL-15,1.0,485310,Unanswered,Unknown/NotStated,,2646.0,,,,,,Independent Contractors,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,2657.32,08/19/2021
2888958800,04/13/2021,0491,PPP,JUAN CARLOS RAMOS,12100 sw 43str rd,Ocala,FL,34481,09/16/2021,Paid in Full,60,100,2632.0,2632.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,R,N,N,Existing or more than 2 years old,Ocala,MARION,FL,34481,FL-02,1.0,561720,Unanswered,Unknown/NotStated,,2632.0,,,,,,Independent Contractors,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,2640.19,08/16/2021
1189618810,04/09/2021,0491,PPP,CHRISTOPHER MALO,1071 Avenue Sonoma,Lady Lake,FL,32159,09/21/2021,Paid in Full,60,100,1507.0,1507.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Lady Lake,LAKE,FL,32159,FL-11,1.0,522220,White,Unknown/NotStated,,1507.0,,,,,,Sole Proprietorship,524612,Fountainhead SBF LLC,LAKE MARY,FL,Male Owned,Non-Veteran,,1511.86,08/11/2021
4878308603,03/20/2021,0455,PPP,MISBEL GARRIGA,2736 Sunshine Dr S,Lakeland,FL,33801-6350,10/13/2021,Paid in Full,60,100,3539.0,3539.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,Y,Y,Existing or more than 2 years old,Lakeland,POLK,FL,33801-6350,FL-18,1.0,561421,Unanswered,Unknown/NotStated,,3539.0,,,,,,Independent Contractors,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,3556.6,09/27/2021
2000778607,03/13/2021,0491,PPP,GIUSEMAY GARCIA,8453 Leeland Archer Blvd,Orlando,FL,32836-8833,09/17/2021,Paid in Full,60,100,3333.0,3333.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Orlando,ORANGE,FL,32836-8833,FL-11,1.0,561110,Unanswered,Unknown/NotStated,,3333.0,,,,,,Independent Contractors,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,3347.91,08/24/2021
3158328704,03/30/2021,0455,PPP,TANYA RIVERA,567 Murphy Rd,Haines City,FL,33844-9024,01/08/2022,Paid in Full,60,100,1805.0,1805.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,Y,Existing or more than 2 years old,Haines City,POLK,FL,33844-9024,FL-18,1.0,812112,Unanswered,Unknown/NotStated,,1805.0,,,,,,Self-Employed Individuals,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,1817.94,12/23/2021
3094038809,04/14/2021,0491,PPP,JOSE M ALVAREZ MONTES DE OCA,22556 S CONWAY RD APT 608,ORLANDO,FL,32812,10/13/2021,Paid in Full,60,100,3606.0,3606.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,ORLANDO,ORANGE,FL,32812,FL-07,1.0,236116,Unanswered,Unknown/NotStated,,3606.0,,,,,,Independent Contractors,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,3620.42,09/20/2021
1216118809,04/09/2021,0455,PPS,ORLANDO VEGA,1777 18th St,Sarasota,FL,34234-8634,02/05/2022,Paid in Full,60,100,1552.0,1552.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,Y,Y,Existing or more than 2 years old,Sarasota,SARASOTA,FL,34234-8634,FL-17,1.0,485310,Unanswered,Unknown/NotStated,,1552.0,,,,,,Independent Contractors,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,1563.38,01/06/2022
1906448909,04/26/2021,0455,PPS,LORELY HERNANDEZ,5321 27th Ave SW,Naples,FL,34116-7618,09/16/2021,Paid in Full,60,100,1419.0,1419.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,Y,Y,Existing or more than 2 years old,Naples,COLLIER,FL,34116-7618,FL-19,1.0,531210,Unanswered,Unknown/NotStated,,1419.0,,,,,,Self-Employed Individuals,524612,Fountainhead SBF LLC,LAKE MARY,FL,Female Owned,Non-Veteran,,1423.02,08/11/2021
2590608808,04/12/2021,0491,PPP,KIM MANSKE,4832 Kilt Ct,Leesburg,FL,34748-7588,09/17/2021,Paid in Full,60,100,3358.0,3358.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Leesburg,LAKE,FL,34748-7588,FL-11,1.0,561510,Unanswered,Unknown/NotStated,,3358.0,,,,,,Sole Proprietorship,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,3370.22,08/31/2021
1097448810,04/09/2021,0491,PPP,KARRI MANIER,11793 Blueberry Ln,Macclenny,FL,32063-4163,03/11/2022,Paid in Full,60,100,937.0,937.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,R,N,N,Existing or more than 2 years old,Macclenny,BAKER,FL,32063-4163,FL-03,1.0,453998,Unanswered,Unknown/NotStated,,937.0,,,,,,Sole Proprietorship,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,944.96,02/17/2022
7254568900,05/07/2021,0455,PPS,KHANH LE,2205 NW 27th Ave,Boynton Beach,FL,33436-2147,10/13/2021,Paid in Full,60,100,3696.0,3696.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Boynton Beach,PALM BEACH,FL,33436-2147,FL-22,1.0,812113,Unanswered,Unknown/NotStated,,3696.0,,,,,,Independent Contractors,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,3708.73,09/09/2021
5011498605,03/20/2021,0455,PPP,DEBRA MCGINNIS,3106 Lloyd Dr,Holiday,FL,34691-1158,10/13/2021,Paid in Full,60,100,3514.0,3514.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,Y,Y,Existing or more than 2 years old,Holiday,PASCO,FL,34691-1158,FL-12,1.0,485310,Unanswered,Unknown/NotStated,,3514.0,,,,,,Sole Proprietorship,524612,Fountainhead SBF LLC,LAKE MARY,FL,Female Owned,Non-Veteran,,3532.16,09/29/2021
9809068700,04/09/2021,0491,PPS,BETTY MARIBEL MARCANO MIJARES,16932 Sarahs Pl,Clermont,FL,34714-7051,10/13/2021,Paid in Full,60,100,2644.0,2644.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Clermont,LAKE,FL,34714-7051,FL-11,1.0,561720,Unanswered,Unknown/NotStated,,2644.0,,,,,,Self-Employed Individuals,524612,Fountainhead SBF LLC,LAKE MARY,FL,Female Owned,Non-Veteran,,2654.28,09/07/2021
4357418410,02/06/2021,0455,PPS,SWIM GYM OF LAKEWOOD RANCH LLC,5002 Lena Rd Unit 102,Bradenton,FL,34211-9402,01/08/2022,Paid in Full,60,100,3488.0,3488.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Bradenton,MANATEE,FL,34211-9402,FL-16,1.0,611699,White,Not Hispanic or Latino,1.0,3486.0,,,,,,Limited  Liability Company(LLC),524612,Fountainhead SBF LLC,LAKE MARY,FL,Female Owned,Non-Veteran,,3516.0,12/09/2021
1713708603,03/13/2021,0491,PPP,OMAR GONZALEZ,249 Maplewood Dr,Saint Johns,FL,32259-4370,12/18/2021,Paid in Full,60,100,2116.0,2116.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Saint Johns,SAINT JOHNS,FL,32259-4370,FL-05,1.0,492210,Unanswered,Unknown/NotStated,,2116.0,,,,,,Independent Contractors,524612,Fountainhead SBF LLC,LAKE MARY,FL,Male Owned,Non-Veteran,,2129.99,11/09/2021
2539918801,04/12/2021,0455,PPP,GUYLAINE RICHARD,7451 Liverpool Ct,Boynton Beach,FL,33472-2529,09/18/2021,Paid in Full,60,100,1848.0,1848.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Boynton Beach,PALM BEACH,FL,33472-2529,FL-22,1.0,611430,Unanswered,Unknown/NotStated,,1848.0,,,,,,Sole Proprietorship,524612,Fountainhead SBF LLC,LAKE MARY,FL,Female Owned,Veteran,,1853.75,08/16/2021
9715668702,04/09/2021,0455,PPP,MARIO CARMONA,211 Thorne Meadow Pass,Davenport,FL,33897-4717,11/09/2022,Charged Off,41,100,1460.0,1460.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Davenport,POLK,FL,33897-4717,FL-11,1.0,485310,Unanswered,Unknown/NotStated,,1460.0,,,,,,Independent Contractors,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,,
2683468704,03/30/2021,0491,PPP,VALARIE WASHINGTON,6890 Mother Goose Rd,Jacksonville,FL,32210-6906,10/13/2021,Paid in Full,60,100,2500.0,2500.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,Y,N,Existing or more than 2 years old,Jacksonville,DUVAL,FL,32210-6906,FL-04,1.0,453998,Unanswered,Unknown/NotStated,,2500.0,,,,,,Independent Contractors,524612,Fountainhead SBF LLC,LAKE MARY,FL,Female Owned,Non-Veteran,,2510.62,09/09/2021
8530278909,05/11/2021,0455,PPS,JEFFREY CORFMAN,4115 SW 1st Ave,Cape Coral,FL,33914-8408,11/09/2022,Charged Off,42,100,2150.0,2150.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Cape Coral,LEE,FL,33914-8408,FL-19,1.0,485310,Unanswered,Unknown/NotStated,,2150.0,,,,,,Independent Contractors,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,,
7341878908,05/07/2021,0491,PPS,SARA HERNANDEZ,1532 Porter Lakes Dr,Jacksonville,FL,32218-9047,11/09/2022,Charged Off,42,100,1942.0,1942.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Jacksonville,DUVAL,FL,32218-9047,FL-04,1.0,492110,Unanswered,Unknown/NotStated,,1942.0,,,,,,Independent Contractors,524612,Fountainhead SBF LLC,LAKE MARY,FL,Female Owned,Veteran,,,
8116008805,04/22/2021,0455,PPS,ANGELIKA HONNE,1040 Shaddelee Ln E,Fort Myers,FL,33919-2620,09/18/2021,Paid in Full,60,100,3319.0,3319.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Fort Myers,LEE,FL,33919-2620,FL-19,1.0,812112,Unanswered,Unknown/NotStated,,3319.0,,,,,,Self-Employed Individuals,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,3328.59,08/13/2021
2038398606,03/13/2021,0491,PPP,KATHERINE WETZEL,5644 SE 184th Ter,Ocklawaha,FL,32179-3387,09/16/2021,Paid in Full,60,100,1260.0,1260.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,R,N,N,Existing or more than 2 years old,Ocklawaha,MARION,FL,32179-3387,FL-06,1.0,561720,Unanswered,Unknown/NotStated,,1260.0,,,,,,Self-Employed Individuals,524612,Fountainhead SBF LLC,LAKE MARY,FL,Female Owned,Non-Veteran,,1265.11,08/11/2021
1018518810,04/09/2021,0491,PPP,WANDA ROSA,2433 Vespero St,Deltona,FL,32738-5159,07/07/2022,Paid in Full,60,100,3767.0,3767.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Deltona,VOLUSIA,FL,32738-5159,FL-07,1.0,531210,Unanswered,Unknown/NotStated,,3767.0,,,,,,Independent Contractors,524612,Fountainhead SBF LLC,LAKE MARY,FL,Female Owned,Veteran,,3809.69,06/02/2022
2770178905,04/27/2021,0455,PPS,WILFREDO SELPA,177 Heather Lynn Dr,Davenport,FL,33897-4642,01/08/2022,Paid in Full,60,100,3109.0,3109.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Davenport,POLK,FL,33897-4642,FL-11,1.0,337110,Unanswered,Unknown/NotStated,,3109.0,,,,,,Self-Employed Individuals,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,3127.22,12/08/2021
2759458905,04/27/2021,0455,PPS,MARLY PARRA PEREZ,12415 Peconic Ct,Wellington,FL,33414-5510,02/05/2022,Paid in Full,60,100,2812.0,2812.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Wellington,PALM BEACH,FL,33414-5510,FL-22,1.0,561720,Unanswered,Unknown/NotStated,,2812.0,,,,,,Independent Contractors,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,2831.84,01/13/2022
9788948704,04/09/2021,0455,PPP,CARLOS MANUEL LINACEROS ALPIZAR,11131 Zimmerman Rd,Port Richey,FL,34668-2280,02/05/2022,Paid in Full,60,100,2500.0,2500.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,Y,Y,Existing or more than 2 years old,Port Richey,PASCO,FL,34668-2280,FL-12,1.0,236118,Unanswered,Unknown/NotStated,,2500.0,,,,,,Sole Proprietorship,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,2517.61,01/04/2022
7387498907,05/07/2021,0491,PPS,NELSON AGOSTINI,4900 SW 46th Ct,Ocala,FL,34474-6264,11/06/2021,Paid in Full,60,100,2327.0,2327.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,R,N,N,Existing or more than 2 years old,Ocala,MARION,FL,34474-6264,FL-03,1.0,492110,Unanswered,Unknown/NotStated,,2327.0,,,,,,Independent Contractors,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,2337.86,10/25/2021
2437298804,04/12/2021,0455,PPP,DIANA PAGE,17949 Lake Carlton Dr,Lutz,FL,33558-6382,10/13/2021,Paid in Full,60,100,1691.0,1691.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Lutz,HILLSBOROUGH,FL,33558-6382,FL-15,1.0,485310,Unanswered,Unknown/NotStated,,1691.0,,,,,,Independent Contractors,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,1697.53,09/09/2021
7756238503,03/06/2021,0455,PPP,MARIE SOUKUP,1662 Bella Vista Way,Port Saint Lucie,FL,34952-2634,11/06/2021,Paid in Full,60,100,1292.5,1292.5,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,Y,Existing or more than 2 years old,Port Saint Lucie,SAINT LUCIE,FL,34952-2634,FL-21,1.0,711510,Unanswered,Unknown/NotStated,,1292.5,,,,,,Self-Employed Individuals,524612,Fountainhead SBF LLC,LAKE MARY,FL,Female Owned,Non-Veteran,,1300.18,10/08/2021
9812728709,04/09/2021,0455,PPP,JENNIFER PENICK,110 Skyline Blvd,Satellite Beach,FL,32937-3247,09/17/2021,Paid in Full,60,100,1196.0,1196.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Satellite Beach,BREVARD,FL,32937-3247,FL-08,1.0,446199,Unanswered,Unknown/NotStated,,1196.0,,,,,,Self-Employed Individuals,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,1199.85,08/11/2021
7788638510,03/06/2021,0455,PPP,DYNEQUA PRICE,4121 Sunny Glen Dr,Lakeland,FL,33813-3945,01/08/2022,Paid in Full,60,100,3387.5,3387.5,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Lakeland,POLK,FL,33813-3945,FL-18,1.0,812112,Unanswered,Unknown/NotStated,1.0,3383.5,,,,,,Self-Employed Individuals,524612,Fountainhead SBF LLC,LAKE MARY,FL,Unanswered,Unanswered,,3412.62,12/02/2021
1098478810,04/09/2021,0455,PPP,DONIKA WILLIAMS,1533 Alert St,Holiday,FL,34690-5847,09/16/2021,Paid in Full,60,100,756.0,756.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,Y,Y,Existing or more than 2 years old,Holiday,PASCO,FL,34690-5847,FL-12,1.0,453998,Unanswered,Unknown/NotStated,,756.0,,,,,,Self-Employed Individuals,524612,Fountainhead SBF LLC,LAKE MARY,FL,Female Owned,Non-Veteran,,758.44,08/11/2021
